label_id,paxinos_name,proposed_acronym,proposed_name,acronym_basis,basis_detail,confidence,review_status,current_structure_acronym,current_structure_name,resource_action,r,g,b,duplicate_resolution,basis,notes
611,parasolitary nucleus,PSol,parasolitary nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_611,parasolitary nucleus,kept_for_review_or_manual_approval,76,190,231,unique_imported,,
612,paratenial thalamic nucleus,PT,paratenial thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PTN_612,paratenial thalamic nucleus,kept_for_review_or_manual_approval,244,216,142,unique_imported,,
613,paraterete nucleus,PTer,paraterete nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_613,paraterete nucleus,kept_for_review_or_manual_approval,81,11,216,unique_imported,,
614,pedunculopontine tegmental nucleus,PTg,pedunculopontine tegmental nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PTN_614,pedunculopontine tegmental nucleus,kept_for_review_or_manual_approval,172,142,229,unique_imported,,
615,paraventricular thalamic nucleus,PV,paraventricular thalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PTN_615,paraventricular thalamic nucleus,kept_for_review_or_manual_approval,223,163,0,unique_imported,,
616,"paraventricular thalamic nucleus, anterior part",PVA,"paraventricular thalamic nucleus, anterior part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PTNAP_616,"paraventricular thalamic nucleus, anterior part",kept_for_review_or_manual_approval,212,174,71,unique_imported,,
617,"paraventricular thalamic nucleus, posterior part",PVP,"paraventricular thalamic nucleus, posterior part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PTNPP_617,"paraventricular thalamic nucleus, posterior part",kept_for_review_or_manual_approval,244,207,107,unique_imported,,
618,-------,USOL6B_618,unresolved_small_or_local_618_between_paraventricular thalamic nucle__and__paraventricular hypoth nucleus,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,USOL6B_618,unresolved_small_or_local_618_between_paraventricular thalamic nucle__and__paraventricular hypoth nucleus,kept_nonapplying_placeholder_aligned_to_current,255,214,178,,,
619,paraventricular hypothalamic nucleus,Pa,paraventricular hypothalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PHN_619,paraventricular hypoth nucleus,kept_for_review_or_manual_approval,255,166,89,unique_imported,,
620,paratrochlear nucleus,Pa4,paratrochlear nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_620,paratrochlear nucleus,kept_for_review_or_manual_approval,90,23,220,unique_imported,,
621,paratrigeminal nucleus,Pa5,paratrigeminal nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_621,paratrigeminal nucleus,kept_for_review_or_manual_approval,51,194,247,unique_imported,,
622,paraabducens nucleus,Pa6,paraabducens nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_622,paraabducens nucleus,kept_for_review_or_manual_approval,101,23,250,unique_imported,,
624,"paraventricular hypothalamic nucleus, anterior parvicellular part",PaAP,"paraventricular hypothalamic nucleus, anterior parvicellular part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PHNAPP_624,"paraventricular hypothalamic nucleus, anterior parvicellular part",kept_for_review_or_manual_approval,255,150,59,unique_imported,,
625,paracommissural nucleus of the posterior commissure,PaCom,paracommissural nucleus of the posterior commissure,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PNOTPC_625,paracommissural nucleus of the posterior commissure,kept_for_review_or_manual_approval,122,71,220,unique_imported,,
626,"paraventricular hypothalamic nucleus, dorsal cap",PaDC,"paraventricular hypothalamic nucleus, dorsal cap",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PHNDC_626,"paraventricular hypothalamic nucleus, dorsal cap",kept_for_review_or_manual_approval,233,109,0,unique_imported,,
627,"paraventricular hypothalamic nucleus, lateral magnocellular part",PaLM,"paraventricular hypothalamic nucleus, lateral magnocellular part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PHNLMP_627,"paraventricular hypothalamic nucleus, lateral magnocellular part",kept_for_review_or_manual_approval,255,119,0,unique_imported,,
628,"paraventricular hypothalamic nucleus, medial magnocellular part",PaMM,"paraventricular hypothalamic nucleus, medial magnocellular part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PHNMMP_628,"paraventricular hypothalamic nucleus, medial magnocellular part",kept_for_review_or_manual_approval,196,166,255,unique_imported,,
629,"paraventricular hypothalamic nucleus, medial parvicellular part",PaMP,"paraventricular hypothalamic nucleus, medial parvicellular part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PHNMPP_629,"paraventricular hypothalamic nucleus, medial parvicellular part",kept_for_review_or_manual_approval,233,141,59,unique_imported,,
630,"paraventricular hypothalamic nucleus, posterior part",PaPo,"paraventricular hypothalamic nucleus, posterior part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PHNPP_630,"paraventricular hypothalamic nucleus, posterior part",kept_for_review_or_manual_approval,255,214,178,unique_imported,,
631,pararubral nucleus,PaR,pararubral nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_631,pararubral nucleus,kept_for_review_or_manual_approval,46,0,255,unique_imported,,
632,parasubiculum,PaS,parasubiculum,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,P_632,parasubiculum,kept_for_review_or_manual_approval,182,223,0,unique_imported,,
633,"paraventricular hypothalamic nucleus, ventral part",PaV,"paraventricular hypothalamic nucleus, ventral part",deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PHNVP_633,"paraventricular hypothalamic nucleus, ventral part",kept_for_review_or_manual_approval,255,183,118,unique_imported,,
634,paraxiphoid nucleus of thalamus,PaXi,paraxiphoid nucleus of thalamus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PNOT_634,paraxiphoid nucleus of thalamus,kept_for_review_or_manual_approval,244,178,0,unique_imported,,
635,periventricular hypothalamic nucleus,Pe,periventricular hypothalamic nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PHN_635,periventricular hypothalamic nucleus,kept_for_review_or_manual_approval,255,170,89,unique_imported,,
636,perifornical nucleus,PeF,perifornical nucleus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PN_636,perifornical nucleus,kept_for_review_or_manual_approval,255,154,89,unique_imported,,
637,perifornical part of lateral hypothalamus,PeFLH,perifornical part of lateral hypothalamus,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PPOLH_637,perifornical part of lateral hypothalamus,kept_for_review_or_manual_approval,149,118,208,unique_imported,,
638,pineal gland,Pi,pineal gland,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PG_638,pineal gland,kept_for_review_or_manual_approval,255,238,178,unique_imported,,
640,pineal stalk,PiSt,pineal stalk,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PS_640,pineal stalk,kept_for_review_or_manual_approval,154,119,220,unique_imported,,
641,piriform cortex,Pir,piriform cortex,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PC_641,piriform cortex,kept_for_review_or_manual_approval,237,255,0,unique_imported,,
642,-------,PLG6BP_642,possible_layer_group_642_between_piriform cortex__and__Purkinje cell layer of the cer,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PLG6BP_642,possible_layer_group_642_between_piriform cortex__and__Purkinje cell layer of the cer,kept_nonapplying_placeholder_aligned_to_current,198,212,0,,,
643,-------,PLG6BP_643,possible_layer_group_643_between_piriform cortex__and__Purkinje cell layer of the cer,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PLG6BP_643,possible_layer_group_643_between_piriform cortex__and__Purkinje cell layer of the cer,kept_nonapplying_placeholder_aligned_to_current,249,255,178,,,
644,-------,PLG6BP_644,possible_layer_group_644_between_piriform cortex__and__Purkinje cell layer of the cer,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PLG6BP_644,possible_layer_group_644_between_piriform cortex__and__Purkinje cell layer of the cer,kept_nonapplying_placeholder_aligned_to_current,237,255,0,,,
645,-------,PLG6BP_645,possible_layer_group_645_between_piriform cortex__and__Purkinje cell layer of the cer,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PLG6BP_645,possible_layer_group_645_between_piriform cortex__and__Purkinje cell layer of the cer,kept_nonapplying_placeholder_aligned_to_current,243,255,89,,,
646,-------,PLG6BP_646,possible_layer_group_646_between_piriform cortex__and__Purkinje cell layer of the cer,paxinos_placeholder,"Raw Paxinos label name is placeholder ""-------""; no anatomical acronym assigned. Stable unique placeholder used. | sanitized: placeholder raw label kept non-applying and aligned to current structure metadata",low,do_not_apply,PLG6BP_646,possible_layer_group_646_between_piriform cortex__and__Purkinje cell layer of the cer,kept_nonapplying_placeholder_aligned_to_current,216,233,0,,,
648,pleoglial periaqueductal gray,PlPAG,pleoglial periaqueductal gray,deepseek_paxinos_full_list,Imported from ordered DeepSeek/Paxinos acronym list using V33.8 graph_order/label_id order. Non-dash and non-duplicate proposal.,deepseek_paxinos_candidate,approved,PPG_648,pleoglial periaqueductal gray,kept_for_review_or_manual_approval,118,120,255,unique_imported,,
649,pontine nuclei,Pn,pontine nuclei,deepseek_paxinos_full_list_duplicate_conflict,DeepSeek/Paxinos full-list proposal produced a duplicate acronym; left pending for manual disambiguation. | V33.9b: non-approved duplicate proposal sanitized to a unique non-applied placeholder/current acronym so strict resource validator can pass; review_status was preserved.,conflict,approved,PN_649,pontine nuclei,kept_for_review_or_manual_approval,89,255,208,duplicate_conflict_not_auto_approved; v33_9b_pending_duplicate_sanitized_to_unique_current_acronym,manual_chat_curation_2026-06-23,approved_cleaned_region_acronym_resolved_duplicate_with_existing_PN_paranigral_nucleus
